"","country","description","points","price","province","variety","latitude","longitude","cluster"
"2763","Italy","Il 500 is a small-format dry red wine made with Sangiovese grapes from the Romagna area of central Italy. The wine shows a clean, bright quality of fruit with fresh aromas of cherry, blackberry and white almond. Pair it with pasta or cheese.",88,11,"Central Italy","Sangiovese",41.87194,12.56738,3
"2764","France","A wood-matured wine that is made for aging, this is closed, firm and dry, with considerable potential evident in the rich fruit that sits underneath the structure. Keep this for 5–6 years.",92,49,"Southwest France","Malbec",46.227638,2.213749,4
"2765","Italy","Despite the problematic vintage, this wine opens with bold aromatic intensity, featuring notes of prune, plum, blackberry and spice. On the palate, the wine is structured and firm, with a touch of sweet cherry on the finish.",92,65,"Sicily & Sardinia","Cabernet Sauvignon",37.5999938,14.0153557,3
"2766","Australia","Earthy and gripping yet refined, with subtle, down-to-earth aromas of wet stones, black tar and fresh earth. The palate offers up convincing flavors of prune and cherry underlined by gravel. Medium finish. Drink now to two years.",87,20,"Victoria","Pinot Noir",-37.4713077,144.7851531,3
"2767","Australia","The nose is showing some appealing if unusually developed aromas of petroleum, wet leaves and honey while the palate is all lime, creating an off-dry impression. Citrus and marmalade flavors harmonize nicely on the finish. This wine is already mature despite its youth and is best drunk soon.",87,11,"South Australia","Riesling",-30.0002315,136.2091547,3
"2768","France","Clean, taut green apple and zesty lemon are the chief markers of this slender, dry wine. It holds lots of refreshment and has a racy core. Have this on its own when in need of refreshment, or have it with food when there is light, subtle fare.",90,15,"Alsace","Riesling",48.3181795,7.4416241,4
"2769","Chile","Courtesy of solid black cherry, cassis and herbal aromas, this comes across as being well rounded. A dense palate is offset by lively acidity, while flavors of cassis, toast, herbs and spice end in a peppery swirl of drawing tannins blended with plush fruit notes. Drink through 2019.",90,19,"Colchagua Valley","Cabernet Sauvignon",-34.6761419,-71.097317,3
"2770","Chile","Opens with grassy, slightly burnt aromas that later yield to hickory smoke and herbal berry fruit. Feels fresh but prickly, with grabby acidity setting up flavors of herbs, olive, woodspice and red berries. Finishes fresh and minty.",86,12,"Central Valley","Cabernet Sauvignon",-36,-72,3
"2771","Italy","A tiny amount of Merlot is added to this Chianti Classico to lend a soft, plush feel to the mouthfeel. But the Sangiovese element does come through to deliver bright aromas of cherry, wet earth, pressed roses and dried spice. There's a touch of bitter almond on the finish.",86,20,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"2772","Spain","Smoky and spicy on the nose, with lightly raisined berry fruit aromas. Feels compact and solid, with plum, prune, chocolate and toasty flavors, and just enough acidity to maintain balance and length on the finish. Good Rioja for $10.",86,10,"Northern Spain","Tempranillo",43.2691164,-4.2500792,1
"2773","New Zealand","Even tasted blind, this wine's Awatere origins shone through, bursting with fresh nettles and tomato leaf which garnish currant-like fruit. It's amply concentrated and round in the mouth, then long and mouthwatering on the finish.",91,22,"Marlborough","Sauvignon Blanc",-41.57269,173.4216613,3
"2774","Spain","A tutti-frutti nose leans toward candied cherry and red plum, while the palate is lean, a touch shrill and tastes of lightly herbal red fruits. Nothing heavy or weighty here; it's a simple, perfectly good everyday Rioja with a hint of oak.",85,12,"Northern Spain","Tempranillo",43.2691164,-4.2500792,1
"2775","Australia","The attack has some funky notes but they dissipate quickly in favor of appealing lemon and quince fruit set against notes of walnuts and raw grain. It's creamy in the mouth, and finishes on a somewhat heavy butter note that hangs around just long enough. Drink now to 2011.",85,21,"Western Australia","Chardonnay",-27.6728168,121.6283098,2
"2776","Chile","This Elqui SB delivers green-fruit aromas of underripe melon and pea along with passion fruit. In the mouth, it shows good body and acidity, while grassy flavors blend with tropical notes. A green but not vegetal finish provides a good ending.",88,15,"Elqui Valley","Sauvignon Blanc",-30.1574117,-70.4969608,3
"2777","Austria","Very straightforward, it's a dry and zesty Riesling for every day. While the nose gives little, the palate holds freshness and ample texture.",88,23,"Vienna","Riesling",48.2081743,16.3738189,3
"2778","Chile","Definitely an elevated New World-style Chardonnay with baked apple, peach and toast aromas. The palate is richly textured, with lemony flavors that suggest orange, green melon and apple. A fresh and classy wine with well-applied oak and good overall balance.",88,30,"Leyda Valley","Chardonnay",-33.6131574,-71.4501843,2
"2779","Italy","Bright cherry and raspberry tones are enhanced by sophisticated notes of toasted nut and dried tobacco. The wine is smooth and fine with elegant finesse on the close.",88,21,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"2780","Italy","From the Castellani group, this plump Sangiovese is not a shy or subdued wine. In fact, it delivers a steady stream of mature cherry, blackberry, oak, clove, spice and dark chocolate. There's a touch of sour bitterness on the finish as well.",88,16,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"2781","Italy","Terre di Sandro offers a gritty, earthy bouquet with background notes of black fruit, tobacco, spice and old leather. The 2005 vintage was a hot one and this wine is already starting to show signs of aging (although crisp acidity keeps it grounded). Drink now.",88,55,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"2782","France","Made using fruit sourced from a parcel of vines more than 60 years old, this is a dense, dark wine, with herb, dark fig and plum notes. Solid and concentrated, it has a firm texture, and the dusty tannins match well with the ripe fruit. Age for 7–8 years.",92,35,"Southwest France","Malbec",46.227638,2.213749,4
"2783","Italy","The folks a this relatively new Sicilian winery are responsible for some of the nicest Syrah made on the Mediterranean island. Lusirà means “Syrah” in local dialect and the wine shows the dark, cherry berry, chocolate and black pepper characteristic of the variety, with herbal and spice overtones that recall its territory.",92,38,"Sicily & Sardinia","Syrah",37.5999938,14.0153557,3
"2784","Italy","Dedicated to Count Hugues Bernard de la Gatinais (the winery's charismatic former figurehead), this beautiful Chardonnay opens with  extraordinary fullness and density backed by layers of exotic fruit, vanilla, spice and apricot. The finish is creamy and long.",92,30,"Sicily & Sardinia","Chardonnay",37.5999938,14.0153557,2
"2785","Italy","Tenuta Rapitalà steals the scene with this stunning warm-climate Chardonnay. The wine shows huge intensity and persistency, with lingering tones of apricot, vanilla, exotic fruit, pineapple and a touch of toasted almond. It's a sophisticated effort that raises the level of Sicilian winemaking.",92,30,"Sicily & Sardinia","Chardonnay",37.5999938,14.0153557,2
"2786","Chile","Starts with leather and some sharpness but soon finds its way to floral berry fruit aromas and then creamy plum and raspberry flavors. Solid in terms of feel, with mild tannic bite and then an easy, almost shy finish with herbs and leafiness. If you know Montes, this is straight from central casting.",87,12,"Colchagua Valley","Cabernet Sauvignon",-34.6761419,-71.097317,3
"2787","Argentina","A bit dark, narrow and crusty on the nose, with oak-driven berry fruit aromas. The palate is chewy, broad and generally well balanced, with savory, semi-herbal flavors of berry and cassis. Creamy and savory on the finish, with a little more oak than the basic fruit deserves.",87,14,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"2788","Italy","This is a delicious, easygoing wine from 30-year-old Chardonnay vines that produce a naturally creamy white wine (that only sees stainless steel). The nose is ripe with aromas of exotic fruit, citrus and yellow rose and the wine ends on a crisp, zesty note.",87,18,"Piedmont","Chardonnay",45.0522366,7.5153885,2
"2789","Chile","Compact and dense on the nose, but balanced and earthy, with ample spice. The basic palate is friendly and complete, with snappy black cherry fruit in front of an earthy finish with chocolaty richness and flavor. Ripe, with good push. Drink now.",87,13,"Maule Valley","Syrah",-36,-72,3
"2790","Chile","Chunky on the bouquet, with soft apple and melony aromas. Feels fleshy, round and a bit chunky, with white pepper, fresh-picked asparagus and melony flavors. Feels just tangy enough on the finish. Well made for under $10.",86,9,"Central Valley","Chardonnay",-36,-72,2
"2791","Spain","Earthy, baked, raisiny aromas convey ripeness and sweetness. The palate is medium in body and intensity, with juicy acidity propping up lightly leafy and herbal berry and plum flavors. Has good length and feel, with tomato and herbs on the finish.",86,20,"Central Spain","Tempranillo",40.463667,-3.74922,1
"2792","New Zealand","A terrific example of Marlborough Sauvignon Blanc, the 2009 Swamp Block features ripe melon and nectarine fruit, balanced by hints of garden greens, such as tomato leaf and bell pepper. It's plump and succulent on the palate, with a long, slightly honeyed finish.",91,24,"Marlborough","Sauvignon Blanc",-41.57269,173.4216613,3
"2793","New Zealand","Pungent and sweaty but nevertheless inviting, this is a walk on the wild side of Marlborough Sauvignon Blanc. It's full-on boxwood and passionfruit; a potent, weighty wine with a intensely feral quality. Drink now.",90,15,"Marlborough","Sauvignon Blanc",-41.57269,173.4216613,3
"2794","Chile","Three years running and this wine has been impressive since its debut in 2006. The nose is dark and sweet, maybe a touch pasty, but loaded with black fruit aromas. The palate is staunch and secure, with pronounced but proper acidity leading to bright, fresh blackberry and cassis flavors. Toasty and chocolaty on the finish, and impressive as a whole. Drink now through 2011.",90,18,"Casablanca Valley","Syrah",-33.3190376,-71.4076318,3
"2795","New Zealand","The flagship Sauvignon Blanc bottling from St. Clair starts off with pungent, leafy notes, then adds plenty of balancing nectarine and grapefruit. It's concentrated and full bodied on the palate, then shows excellent length, developing hints of honeyed fruit.",90,27,"Marlborough","Sauvignon Blanc",-41.57269,173.4216613,3
